id вуза;Федеральный округ;Регион;Аббревиатура;Название ВУЗа;Тип вуза;Направление вуза;Официальный сайт;Адрес;Телефон приемной комиссии;Сведения о лицензии;О вузе в цифрах;Форма обучения;Международные программы;Возможность получения двойного диплома;Наличие военной кафедры;Отсрочка от армии;Внеучебная деятельность;Общежитие;Стоимость общежития по бюджету (мес);Стоимость общежития по договору (мес);Государственная академическая стипендия (мес.);Стипендия за особые успехи в учебе;Стипендия по социальным льготам;Известные выпускники;Телефон;Ссылка на видео;VK;Instagram;YouTube;Средний бал по бюджету;Средний бал по договору;import_id (Для внутренних целей, менять не нужно)
1000171;Южный ФО;Республика Калмыкия;Калмыцкий филиал МГГЭУ;"Калмыцкий филиал ФГБОУ инклюзивного ВО ""Московский государственный гуманитарно-экономический университет""";Негосударственный вуз;Государственный;kfilial.mggeu.ru;358009, Респ Калмыкия, г Элиста, пр-кт им.Чонкушова П.О., ДОМ 7;8472236137;;;;;;Нет;Есть;;Есть;;;;;;;8472238691;;;;;;3.98;4330
1000172;Уральский ФО;Свердловская область;Филиал УРФУ в г.Верхняя Салда;"Филиал ""Уральский федеральный университет имени первого Президента России Б.Н. Ельцина"" в г. Верхняя Салда";Негосударственный вуз;Государственный;;624760, Свердловская область, г. Верхняя Салда, ул. Рабочей молодежи, 1;+7 (34345) 5-38-52;от 21.06.2016 №2214, бессрочная;;;;;Нет;Есть;;Нет;;;;;;;+7 (34345) 2-03-60, +7 (34345) 5-04-69;;https://vk.com/filial_urfu_vs;;;59.2;;4332
1000173;Центральный ФО;Московская область;Филиал МФЮА в Ступино;"Филиал АОЧУ ВО ""Московский финансово-юридический университет МФЮА"" в Ступино";Негосударственный вуз;Негосударственный;www.st.mfua.ru;142803, Московская область, г. Ступино, ул.Калинина, дом 42а;8-496-653-80-27;от 23.04.2015 №1402, бессрочная;;;;;Нет;Есть;;Нет;;;;;;;8-496-653-80-31;;https://vk.com/mfua_stupino;https://www.instagram.com/mfua_stupino;;;58.49;4336
1000174;Приволжский ФО;Республика Татарстан;КВТКУ;Казанское высшее танковое командное краснознаменное училище;Негосударственный вуз;Негосударственный;http://kvtkku.mil.ru;420059, Республика Татарстан, г. Казань, ул. Оренбургский тракт, д. 6;;;;;;;;;;;;;;;;;8 (843) 229-85-92;;;;;;;4338
1000175;Центральный ФО;г. Москва;МВОКУ;Московское высшее общевойсковое командное орденов Жукова, Ленина и Октябрьской революции краснознаменное училище;Негосударственный вуз;Негосударственный;http://mvoku.mil.ru;109380, г. Москва, улица Головачева, 2;;;;;;;;;;;;;;;;;8 (499) 175-82-45;;;;;;;4339
1000176;Уральский ФО;Свердловская область;Филиал УрГУПС в Нижнем Тагиле;"Филиал ""Уральский государственный университет путей сообщения"" в Нижнем Тагиле";Негосударственный вуз;Государственный;http://nizht.usurt.ru/;622013, обл Свердловская, г Нижний Тагил, ул Красногвардейская, ДОМ 4;8(343)29-64-68;от 31.03.2016 №2055, Приложение 9.1, бессрочная;;;;;Нет;Есть;;Нет;;;;;;;8(3435)29-71-41;;;;;57.18;51.02;4343
1000177;Центральный ФО;г. Москва;ИКП РАО;Институт коррекционной педагогики;Негосударственный вуз;Государственный;институт-коррекционной-педагогики.рф;119121, г Москва, ул Погодинская, 8;;;;;;;;;;;;;;;;;4992450452;;;;;;;4355
1000178;Центральный ФО;г. Москва;ИНЭОС РАН;Институт элементоорганических соединений им. А. Н. Несмеянова ;Негосударственный вуз;Государственный;ineos.ac.ru;119991, г Москва, ул Вавилова, 28;;;;;;;;;;;;;;;;;4991356165;;;;;;;4356
1000179;Центральный ФО;г. Москва;ЦЭПЛ РАН;Центр по проблемам экологии и продуктивности лесов;Негосударственный вуз;Государственный;www.cepl.rssi.ru;117997, г Москва, ул Профсоюзная, 84/32;;;;;;;;;;;;;;;;;4997430016;;;;;;;4357
1000180;Центральный ФО;г. Москва;ИСЛ РАН;Институт славяноведения Российской академии наук;Негосударственный вуз;Государственный;www.inslav.ru;119334, г Москва, пр-кт Ленинский, 32А;;;;;;;;;;;;;;;;;4959381780;;;;;;;4358
1000181;Центральный ФО;г. Москва;ИМЛИ РАН;Институт мировой литературы им. А.М. Горького РАН;Негосударственный вуз;Государственный;www.imli.ru;121069, , 25А;;;;;;;;;;;;;;;;;4956905030;;;;;;;4359
1000182;Центральный ФО;г. Москва;ИФР РАН;Институт физиологии растений им. К.А. Тимирязева РАН;Негосударственный вуз;Государственный;www.ippras.ru;127276, г Москва, ул Ботаническая, ДОМ 35;;;;;;;;;;;;;;;;;4996785400;;;;;;;4360
1000183;Центральный ФО;г. Москва;ИНСТИТУТ ФИЛОСОФИИ РАН;Институт философии Российской академии наук;Негосударственный вуз;Государственный;iph.ras.ru;109240, г Москва, ул Волхонка, ДОМ 12;;;;;;;;;;;;;;;;;4956979109;;;;;;;4361
1000184;Сибирский ФО;Новосибирская область;ИЯФ СО РАН;Институт ядерной физики имени Г.И.Будкера Сибирского отделения РАН;Негосударственный вуз;Государственный;www.inp.nsk.su;630090, обл Новосибирская, г Новосибирск, пр-кт Академика Лаврентьева, 11;;;;;;;;;;;;;;;;;3833294760;;;;;;;4362
1000185;Северо-Кавказский ФО;Республика Дагестан;ОАНО ДГИ;Дагестанский гуманитарный институт;Негосударственный вуз;Негосударственный;daggum.ru;367000, Респ Дагестан, г Махачкала, ул Дахадаева, ДОМ 136;;;;;;;;;;;;;;;;;89094803033;;;;;;;4363
1000186;Уральский ФО;Свердловская область;Филиал УдГУ в г.Нижняя Тура;"Филиал ""Удмуртский государственный университет"" в г. Нижняя Тура";Негосударственный вуз;Государственный;udgutura@.ru;624221, обл Свердловская, г Нижняя Тура, ул Нагорная, ДОМ 19;89122801876;от 28.06.2016 №2237. Бессрочно;;;;;Нет;Есть;;Нет;;;;;;;34342924793;http://udsu.ru/news/show/novyj-promo-rolik-udgu;;;;;;4365
